Unnamed: 0,price,title,stars,vote,kategori_penyakit
639,92225,Natura Bissé Diamond Extreme Eye Cream,4.3,121,Unknown_Normal
640,29933,Dr Dennis Gross Skincare B3 Adaptive Superfoods Stress Rescue Super Serum,5.0,3,Unknown_Normal
641,31551,Yves Saint Laurent Pure Shots Hydra Bounce EssenceinLotion,4.7,7,Unknown_Normal
642,62697,111SKIN Vitamin C Brightening Booster,4.0,36,Vitiligo; Seborrh_Keratoses
643,9708,LALICIOUS Sugar Scrub  and  Body Butter Travel Size Set Limited Edition,4.5,6,Infestations_Bites
644,11326,Winky Lux Sleigh All Day Full Size Glimmer Balm  and  Flower Balm Duo USD 32 Value,0.0,0,Unknown_Normal
645,101124,Dr Barbara Sturm Clarifying Serum,3.0,6,Unknown_Normal
646,26292,Kiehls Since 1851 Pure Vitality Skin Renewing Cream,4.2,110,Actinic_Keratosis; Unknown_Normal
647,19416,Trish McEvoy Instant Solutions Tanning Drops,4.2,5,Unknown_Normal
648,24270,AMOREPACIFIC Treatment Enzyme Peel Cleansing Powder,4.5,10,Acne
649,19416,REN Glow Daily Vitamin C Gel Cream Moisturizer,4.4,54,Acne; Eczema; Psoriasis; Unknown_Normal
650,212360,Guerlain Orchidée Impériale Longevity Concentrate Serum,5.0,2,Unknown_Normal
651,30337,RéVive Foaming Cleanser Enriched Hydrating Wash,5.0,2,Acne; Eczema
652,101124,AMOREPACIFIC Youth Revolution Radiance Concentrator Serum,4.6,17,Unknown_Normal
653,10112,Sunday Riley Flash Fix Kit USD 40 Value,3.3,8,Sun_Sunlight_Damage
654,46517,Aesop Quench Classic Skin Care Kit,0.0,0,Unknown_Normal
655,14157,Dr Loretta Gentle Hydrating Cleanser,4.4,8,Acne; Eczema; Unknown_Normal
656,30337,Kate Somerville Hydration Warriors Set USD 84 Value,4.3,18,Unknown_Normal
657,14562,Skin Gym Double Duty Smooth  and  Textured Jade Face Roller,3.4,11,Seborrh_Keratoses; Unknown_Normal
658,19416,Erno Laszlo Pore Cleansing Clay Mask,4.8,74,Unknown_Normal
659,40045,Omorovicza Magic Moisture Mist,4.0,31,Unknown_Normal
660,36405,Dior Prestige La Mousse Micellaire Rose Whipped Mousse Cleanser,4.7,10,Acne
661,149664,Lancôme Absolue LExtrait Refillable Day Cream Elixir,5.0,10,Unknown_Normal
662,13753,By Terry Baume de Rose Lip Care Crayon,4.2,66,Unknown_Normal
663,44495,Perricone MD Cold Plasma Eye,4.3,72,Unknown_Normal
664,26292,BeautyBio The Beholder Lifting Eye  and  Lid Cream,3.7,20,Unknown_Normal
665,119326,Derm Institute Youth Alchemy Eye Treatment,4.8,8,Acne
666,21034,MALINGOETZ Resurfacing Glycolic Acid Pads,4.3,60,Actinic_Keratosis
667,20225,Aesop Mandarin Facial Hydrating Cream,4.3,20,Eczema; Unknown_Normal
668,121349,Aesop Parsley Seed AntiOxidant Set,5.0,2,Unknown_Normal
669,19011,Aesop Parsley Seed Cleansing Masque,5.0,3,Unknown_Normal
670,29124,Tata Harper Skincare Purifying Mask,4.1,8,Unknown_Normal
671,161798,Lancôme Absolue LExtrait Regenerating  and  Renewing Ultimate ElixirConcentrate,5.0,8,Actinic_Keratosis
672,43686,Erno Laszlo HydraTherapy Memory Sleep Mask,4.7,375,Unknown_Normal
673,16989,ARCONA White Tea Purifying Cleanser Gel Facial Cleanser,4.7,46,Acne
674,36405,Fresh Black Tea AgeDelay Cream,4.7,178,Unknown_Normal
675,72809,AMOREPACIFIC Time Response Skin Reserve Fluid,5.0,6,Unknown_Normal
676,12944,Kiehls Since 1851 Ultra Facial OilFree Lotion,4.1,131,Unknown_Normal
677,23051,ARCONA Night Worker Cream,4.5,16,Unknown_Normal
678,46507,Chantecaille Vital Essence Serum,4.5,115,Unknown_Normal
679,26287,Elemis Jumbo Dynamic Resurfacing Facial Wash Nordstrom Exclusive,4.7,70,Unknown_Normal
680,10919,Lancôme Tonique Radiance Clarifying Exfoliating Toner 68 oz,4.6,200,Vitiligo; Seborrh_Keratoses
681,6875,Mario Badescu Drying Lotion for Travel,4.7,89,Unknown_Normal
682,6471,WLDKAT Hyaluronic Acid  and  Vitamin A  E CBD Lip Gel,0.0,0,Acne
683,7279,Prima Enlightenment Serum with CBD,4.4,23,Unknown_Normal
684,23860,CAUDALÍE ResveratrolLift Eye Firming Gel Cream,0.0,0,Acne; Unknown_Normal
685,107169,MACRENE ACTIVES The Experience Set USD 285 Value,0.0,0,Unknown_Normal
686,60662,RevitaLash Cosmetics ADVANCED Eyelash Conditioner USD 171 Value,0.0,0,Unknown_Normal
687,36397,Bioeffect EGF Eye Serum,4.8,10,Unknown_Normal
688,17794,Murad Clarifying OilFree Water Gel,0.0,0,Acne
689,18603,boscia Sake Hydrating  and  Brightening Serum,4.0,1,Eczema; Vitiligo; Seborrh_Keratoses; Unknown_Normal
690,12941,First Aid Beauty Facial Radiance Extra Strength AHA Intensive Peel,4.5,84,Actinic_Keratosis
691,19412,Briogeo B Well 100mg CBD  Arnica Flower Soothing Skin  and  Scalp Oil,0.0,0,Eczema; Psoriasis; Rosacea; Bullous
692,35992,StriVectin Power Starters AntiWrinkle Trio USD 100 Value,4.8,18,Unknown_Normal
693,50551,Peter Thomas Roth Peptide 21 Wrinkle Resist Serum,4.3,9,Unknown_Normal
694,11728,Murad Get Over Zit Kit USD 55 Value,0.0,0,Unknown_Normal
695,28309,Aesop Montréal City Kit,5.0,2,Unknown_Normal
696,40037,StriVectin STARlight Retinol Night Oil,4.6,411,Actinic_Keratosis
697,93014,Elemis ProCollagen Overnight Matrix Cream,4.7,194,Unknown_Normal
698,101103,Dr Barbara Sturm Calming Serum,4.0,88,Rosacea; Bullous; Vasculitis; Unknown_Normal
699,19412,TULA Skincare Detox In A Jar Exfoliating Treatment Mask,4.8,148,Acne; Seborrh_Keratoses
700,36397,Lancôme Visionnaire Advanced MultiCorrecting Cream Sunscreen Broad Spectrum SPF 20,4.6,38,Sun_Sunlight_Damage; Lupus; Unknown_Normal
701,19412,Kate Somerville Dry Skin Saver Moisturizer for Face Lips  and  Body,4.8,20,Eczema; Psoriasis; Unknown_Normal
702,29118,Dior One Essential Eye Serum,4.7,15,Unknown_Normal
703,75220,Chantecaille Rose de Mai Face Oil,4.9,15,Unknown_Normal
704,70772,Dior Capture Totale Intensive Restorative Night Crème for Face  and  Neck,4.1,14,Unknown_Normal
705,60257,Omorovicza Reviving Eye Cream,3.9,77,Unknown_Normal
706,20221,AMOREPACIFIC Treatment Cleansing Foam,4.8,138,Acne
707,60662,RéVive Moisturizing Renewal Eye Cream,4.6,64,Unknown_Normal
708,7279,Mario Badescu Glycolic Acid Toner,4.6,160,Vitiligo; Actinic_Keratosis
709,8897,Mario Badescu Seaweed Night Cream,4.3,115,Unknown_Normal
710,42463,Elemis ProDefinition Eye and Lip Contour Cream,4.6,60,Unknown_Normal
711,20221,Lancôme Idôle Power Crème,0.0,0,Unknown_Normal
712,19412,Alo Luminizing Facial Moisturizer,0.0,0,Eczema; Psoriasis
713,11323,True Botanicals Renew Nutrient Mist,0.0,0,Unknown_Normal
714,44485,True Botanicals Clear Pure Radiance Oil,0.0,0,Unknown_Normal
715,37206,Dr Dennis Gross Skincare Clinical Grade IPL Dark Spot Correcting Serum,3.5,14,Acne; Moles; Unknown_Normal
716,31544,Pause Eye Renewal Treatment,5.0,8,Acne
717,15772,Fresh Cleanse  and  Hydrate Travel Size Set USD 55 Value,0.0,0,Unknown_Normal
718,11323,Kylie Skin Hyaluronic Acid Serum,4.5,214,Unknown_Normal
719,14154,Youth to the People Kale  Aloe Superfood Eye Cream,0.0,0,Unknown_Normal
720,30331,Trish McEvoy The Power of Fragrance Set Nordstrom Exclusive USD 92 Value,0.0,0,Unknown_Normal
721,19412,EVE LOM Travel Essentials Set,5.0,1,Unknown_Normal
722,64706,BIOEFFECT EGF Essentials Skin Care Set USD 180 Value,0.0,0,Unknown_Normal
723,25073,GLAMGLOW BRIGHTEYES  and  GLOWSTARTER Set Nordstrom Exclusive 89 Value,0.0,0,Unknown_Normal
724,9686,Blume Stargirl Face Mist,0.0,0,Unknown_Normal
725,181985,Dr Barbara Sturm The Edit Skin Care Kit USD 630 Value,0.0,0,Unknown_Normal
726,46507,Dr Barbara Sturm Ski Cream,4.0,3,Unknown_Normal
727,38419,Sunday Riley All About Acne Skin Care Set 163 Value,5.0,1,Acne; Sun_Sunlight_Damage
728,26287,Birkenstock Vitamin C Serum,0.0,0,Unknown_Normal
729,22243,Birkenstock Calming Face Oil,0.0,0,Rosacea; Bullous; Vasculitis; Unknown_Normal
730,11323,Sunday Riley Retinol  and  Repeat Travel Size Set USD 40 Value,5.0,1,Sun_Sunlight_Damage; Actinic_Keratosis
731,9706,54 Thrones Egyptian Lavender  Moroccan Mint Beauty Butter,5.0,3,Unknown_Normal
732,19816,Kiehls Since 1851 Facial Favorites for All Set USD 72 Value,5.0,1,Unknown_Normal
733,35992,Perricone MD High Potency Intensive Set USD 116 Value,0.0,0,Unknown_Normal
734,19412,Fifth  and  Root Second Nature CBD Calming Facial Moisturizer,5.0,3,Eczema; Psoriasis; Rosacea; Bullous; Vasculitis
735,33566,Comfort Zone Sublime Skin Eye Cream,0.0,0,Unknown_Normal
736,23456,Yves Saint Laurent Travel Size Pure Shots Daily Dose Serum Essentials Set USD 82 Value,3.7,3,Unknown_Normal
737,12132,Mario Badescu Jumbo Size Enzyme Cleansing Gel  and  Witch Hazel  and  Rosewater Toner 48 Value,4.8,5,Acne; Vitiligo; Tinea; Candidiasis
738,16172,COOLA Suncare Mineral Liplux SPF 30 Tinted Lip Trio USD 54 Value,3.9,19,Sun_Sunlight_Damage
739,114448,Omorovicza The Cure Nine Day Ampoule Program,0.0,0,Unknown_Normal
740,15772,StriVectin Full Screen Broad Spectrum SPF 30 Sunscreen,4.7,10,Sun_Sunlight_Damage; Lupus
741,31140,Natura Bissé Diamond Lip Booster Serum,4.5,11,Unknown_Normal
742,18198,Suntegrity Natural Moisturizing Face Sunscreen  and  Primer,2.7,3,Sun_Sunlight_Damage; Unknown_Normal
743,11728,bareMinerals Poreless at Any Age Skincare Set USD 44 Value,2.5,2,Unknown_Normal
744,14154,bareMinerals Skinlongevity Long Life Herb AntiAging Eye Treatment,5.0,4,Acne
745,86948,Guerlain Orchidée Impériale AntiAging Skin Care Discovery Set USD 398 Value,4.0,1,Unknown_Normal
746,20221,Dr Loretta Urban Antioxidant Sunscreen SPF 40,4.8,5,Sun_Sunlight_Damage
747,16985,First Aid Beauty Fab Skin Lab Retinol Eye Cream,4.6,89,Actinic_Keratosis; Unknown_Normal
748,35992,Agent Nateur holiglow Ageless Eye Serum,2.7,3,Acne; Unknown_Normal
749,35596,OSKIA Floral Water Toner,0.0,0,Vitiligo
750,11326,Skin Gym Mini Ameythst Facial Roller,0.0,0,Unknown_Normal
751,86967,Tata Harper Skincare Boosted Contouring Eye Balm,4.3,4,Unknown_Normal
752,93034,Elemis Ultra Smart ProCollagen Eye Treatment Duo,4.4,74,Acne
753,80899,Lancôme Absolue The Revitalizing OléoSerum with Grand Rose Extracts,5.0,9,Unknown_Normal
754,26292,Dior Capture Youth New Skin Effect Enzyme Solution,4.0,4,Unknown_Normal
755,35191,ARCONA Sensitive Skin Starter Kit USD 108 Value,1.0,1,Rosacea; Vasculitis
756,23461,Kate Somerville EradiKate Salicylic Acid Overnight Acne Treatment Lotion,3.8,26,Acne; Warts; Unknown_Normal
757,40045,Perricone MD Vitamin C Ester Brightening Overall Treatment,4.7,335,Acne; Vitiligo; Seborrh_Keratoses
758,49349,Perricone MD Essential Fx AcylGlutathione Smoothing  and  Brightening UnderEye Cream,4.5,200,Vitiligo; Seborrh_Keratoses; Unknown_Normal
759,161798,Giorgio Armani Crema Nera Extrema Supreme Reviving Cream,4.4,7,Unknown_Normal
760,13753,GLAMGLOW TROPICALCLEANSE Daily Exfoliating Cleanser,3.0,4,Acne; Seborrh_Keratoses; Unknown_Normal
761,28315,Dr Barbara Sturm Darker Skin Tones Foam Cleanser,5.0,7,Acne; Vitiligo
762,30337,Dr Barbara Sturm Darker Skin Tones Enzyme Cleanser,5.0,6,Acne; Vitiligo
763,15371,Supergoop Healthy Glow Sunless Tan SPF 40,4.3,10,Sun_Sunlight_Damage
764,44495,Lancôme Absolue Precious Cells Rose Drop Night Peeling Concentrate,4.6,30,Actinic_Keratosis
765,18607,Kiehls Since 1851 Dermatologist Solutions Clearly Corrective Brightening  and  Smoothing Treatment Water,4.0,41,Acne; Vitiligo; Seborrh_Keratoses
766,43686,Erno Laszlo White Marble Dual Phase Vitamin C Peel Exfoliator,4.8,1334,Unknown_Normal
767,18202,Le Labo Face Mask,4.3,9,Unknown_Normal
768,36405,Chantecaille Hibiscus Smoothing Mask,4.5,6,Unknown_Normal
769,10112,Kiehls Since 1851 Cucumber Herbal Cleanser,4.6,54,Acne
770,12135,Mario Badescu CombinationOily Skin Regimen Kit USD 40 Value,4.3,7,Unknown_Normal
771,15371,Mario Badescu Brightening Regimen Kit USD 51 Value,4.4,32,Vitiligo; Seborrh_Keratoses
772,40045,PMD Kiss Lip Plumping Device,3.8,92,Benign_tumors
773,12944,MALINGOETZ Travel Size Essential Kit,4.3,56,Unknown_Normal
774,16180,MALINGOETZ Jojoba Face Scrub,5.0,5,Unknown_Normal
775,12135,Dr Dennis Gross Skincare C Collagen Perfect Skin Set  and  Refresh Mist,4.2,51,Unknown_Normal
776,23461,Erno Lazslo HydraTherapy Cleansing Oil,4.7,115,Unknown_Normal
777,23461,Erno Laszlo Detoxifying Cleansing Oil,4.8,120,Unknown_Normal
778,20225,Aesop Primrose Facial Hydrating Cream,4.6,7,Eczema; Unknown_Normal
779,25888,Giorgio Armani Maestro UV Skin Defense Primer Sunscreen SPF 50,4.4,84,Sun_Sunlight_Damage
780,35191,ARCONA Basic Five Oily Skin Type Set USD 105 Value,4.9,7,Unknown_Normal
781,35191,ARCONA Normal Skin Starter Kit USD 115 Value,3.3,4,Unknown_Normal
782,37618,Trish McEvoy Beauty Booster Cream,4.9,11,Unknown_Normal
783,48540,Chantecaille Magnolia Jasmine  and  Lily Healing Emulsion,4.6,45,Bullous
784,15371,ARCONA Raspberry Clarifying Pads Blemish Reducing Toner,4.7,39,Acne; Vitiligo
785,16180,ARCONA Kiwi Cream Bar Facial Cleanser,4.5,11,Acne; Unknown_Normal
786,44495,Chantecaille Flower Harmonizing Cream,4.6,114,Unknown_Normal
787,19416,COOLA Moon Silk Moisture Recharging Mask,0.0,0,Unknown_Normal
788,52180,Omorovicza Silver Skin Lotion,4.3,16,Unknown_Normal
789,24270,Aesop Avail Facial Lotion with Sunscreen SPF 25,4.7,3,Sun_Sunlight_Damage; Unknown_Normal
790,27910,Perricone MD High Potency Classics Face Finishing  and  Firming Moisturizer,4.5,623,Eczema; Psoriasis; Unknown_Normal
791,8899,Sunday Riley Tidal Brightening Enzyme Water Cream,4.4,171,Vitiligo; Sun_Sunlight_Damage; Seborrh_Keratoses; Unknown_Normal
792,36000,Murad Retinol Youth Renewal Serum,4.9,7,Actinic_Keratosis; Unknown_Normal
793,47731,Erno Laszlo OcuPhel Emollient Eye Cream,4.9,86,Unknown_Normal
794,117304,Erno Laszlo Phormula No 39 Repair Cream,4.8,85,Unknown_Normal
795,14562,Elemis Soothing Apricot Toner,4.7,272,Eczema; Psoriasis; Rosacea; Vitiligo; Bullous
796,40045,ReFa CAXA M1 Face Roller,0.0,0,Unknown_Normal
797,44495,Dior Capture Totale Super Potent Rich Cream,2.0,1,Unknown_Normal
798,12944,Pause Hydrating Cleanser,5.0,5,Acne; Eczema
799,19416,COOLA The Great Barrier Cream Fortifying Moisturizer,4.8,244,Eczema; Psoriasis; Bullous; Unknown_Normal
800,9708,Kylie Skin Clarifying Face Oil,4.5,105,Unknown_Normal
801,12135,Saturday Skin Everyday Glow Set,0.0,0,Unknown_Normal
802,19820,bareMinerals Skinlongevity Long Life Herb AntiAging Skin Care Trio USD 79 Value,4.4,32,Unknown_Normal
803,19416,Indie Lee IWaken Resurfacing Mask,0.0,0,Unknown_Normal
804,12944,Comfort Zone Essential Toner,0.0,0,Vitiligo
805,34787,Comfort Zone Sublime Skin Essence,0.0,0,Unknown_Normal
806,12944,Comfort Zone Essential Milk Cleanser,5.0,1,Acne
807,16180,Laura Mercier Conditioning Cleansing Oil,3.6,5,Unknown_Normal
808,19416,TULA Skincare Breakout Star OilFree Acne Moisturizer,4.7,101,Acne; Eczema; Psoriasis
809,23056,Natura Bissé CC Vitamin Splash,0.0,0,Unknown_Normal
810,201844,NuFACE Trinity Complete Facial Toning Kit Limited Edition USD 623 Value,4.0,45,Infestations_Bites; Unknown_Normal
811,177978,Dior Prestige Le MicroCaviar de Rose Creme Gelée,5.0,6,Acne
812,35596,Yves Saint Laurent Pure Shots Lines Away AntiAging Serum,4.9,16,Unknown_Normal
813,23056,Chantecaille Flower Infused Cleansing Milk,0.0,0,Unknown_Normal
814,22247,Dr Barbara Sturm Clarifying Spot Treatment,5.0,10,Acne
815,121349,Dr Barbara Sturm Lifting Serum,4.3,6,Unknown_Normal
816,16180,Skin Regimen Cleansing Cream,5.0,3,Unknown_Normal
817,15371,Kate Somerville DeliKate Soothing Cleanser,4.4,45,Acne; Eczema; Psoriasis; Rosacea; Bullous
818,76045,Guerlain Abeille Royale Night Cream,0.0,0,Unknown_Normal
819,64315,Guerlain Abeille Royale Rich Day Cream,0.0,0,Unknown_Normal
820,64315,Guerlain Abeille Royale Day Cream,5.0,2,Unknown_Normal
821,15775,Lancôme Rose Sorbet CryoMask Smoothing Cooling Face Mask,4.7,10,Unknown_Normal
822,18607,TULA Skincare Super Soothe Calming Moisturizing Lotion,4.5,2,Rosacea; Bullous; Vasculitis; Unknown_Normal
823,13753,TULA Skincare Keep It Clear Acne Foam Cleanser,4.6,142,Acne
824,15371,Sulwhasoo Gentle Cleansing Water,5.0,6,Eczema; Unknown_Normal
825,161798,Giorgio Armani Crema Nera Extrema Supreme Light Reviving Cream,5.0,2,Unknown_Normal
826,30337,Sulwhasoo Bloomstay Vitalizing Water,5.0,3,Unknown_Normal
827,24270,Darphin Intral DePuffing Antioxidant Eye Cream,4.7,3,Unknown_Normal
828,16180,Yves Saint Laurent Ultra Moisture Glow,4.8,55,Unknown_Normal
829,18202,Yves Saint Laurent Moisturizing Prep Lotion,4.8,24,Unknown_Normal
830,27506,ARCONA Cerise  C Vitamin C Face Oil,5.0,2,Unknown_Normal
831,19820,Darphin Aromatic Cleansing Balm with Rosewood,4.3,61,Unknown_Normal
832,127416,Lancôme Absolue LExtrait Ultimate Elixir Refill,5.0,6,Unknown_Normal
833,27506,Dr Dennis Gross Skincare Alpha Beta Exfoliating Moisturizer Cream,4.5,34,Eczema; Psoriasis; Seborrh_Keratoses; Unknown_Normal
834,22247,Elemis Superfood Night Cream,4.6,426,Unknown_Normal
835,39641,AMOREPACIFIC The Essential Crème Fluid,4.5,81,Unknown_Normal
836,38427,Dior Capture Youth Lift Sculptor AgeDelay Lifting Serum,5.0,3,Unknown_Normal
837,50562,Colorescience All Calm Clinical Redness Corrector SPF 50 PA,3.6,10,Rosacea; Sun_Sunlight_Damage
838,78877,Giorgio Armani Crema Nera Extrema Essential Defense Fluid Sunscreen SPF 14,2.7,3,Sun_Sunlight_Damage
839,23865,Elemis Peptide4 Night Recovery CreamOil,4.6,305,Bullous; Unknown_Normal
840,19416,Herbivore Botanicals Brighten Pineapple Enzyme  Gemstone Instant Glow Mask,4.3,20,Vitiligo
841,46922,Tata Harper Skincare Clarifying Moisturizer,4.9,8,Eczema; Psoriasis
842,15775,Aesop Purifying Facial Cream Cleanser,0.0,0,Acne; Unknown_Normal
843,30337,Aesop Parsley Seed AntiOxidant Serum,4.1,132,Unknown_Normal
844,30337,Aesop Damascan Rose Facial Treatment,4.7,27,Acne
845,12135,Jack Black Clean Break OilFree Moisturizer,4.7,12,Eczema; Psoriasis
846,42472,HOURGLASS Equilibrium Day Fluid Broad Spectrum SPF 30 Sunscreen,5.0,5,Sun_Sunlight_Damage; Lupus
847,74832,Dior Prestige The Eye Concentrate Refill,0.0,0,Unknown_Normal
848,19416,Odacité Ro  Y RosehipYlang Ylang Deep Wrinkles Serum Concentrate,4.2,5,Unknown_Normal
849,18607,Odacité Mo  P MoringaPetitgrain Very Dry Skin Serum Concentrate,5.0,4,Eczema; Unknown_Normal
850,35191,ARCONA Dry Skin Starter Kit USD 122 Value,5.0,5,Eczema
851,12944,Dr Dennis Gross Skincare AllinOne Facial Cleanser with Toner,4.5,50,Acne; Vitiligo
852,27910,REN Bio Retinoid AntiWrinkle Concentrate Oil,4.3,41,Unknown_Normal
853,17798,Fresh Soy Face Exfoliant,4.8,72,Unknown_Normal
854,84944,Chantecaille Nano Gold Energizing Eye Serum,4.1,29,Unknown_Normal
855,34382,Chantecaille Detox Clay Mask with Rosemary  and  Honey,4.4,74,Unknown_Normal
856,119326,Chantecaille Nano Gold Firming Treatment,4.9,12,Acne
857,60674,Kate Somerville Peptide K8 Power Cream,4.4,30,Unknown_Normal
858,11326,True Botanicals Calm Nutrient Mist,0.0,0,Unknown_Normal
859,16180,First Aid Beauty Ultra Repair HydraFirm Night Cream,5.0,2,Unknown_Normal
860,14562,Murad Acne Control 30Day Discovery Set USD 53 Value,0.0,0,Acne
861,22652,Epara Hydrating Mist,5.0,1,Eczema
862,11326,Saturday Skin RubADub Refining Peel Gel,0.0,0,Acne
863,5663,Supergoop Defense Refresh Resetting Mist SPF 40 Sunscreen,2.9,8,Sun_Sunlight_Damage
864,8090,Kylie Skin Eye Cream,4.3,1576,Unknown_Normal
865,93034,Omorovicza Instant Plumping Cream,5.0,3,Benign_tumors; Unknown_Normal
866,6067,Patchology Keep Smiling Soothing Lip Gels,0.0,0,Acne; Eczema; Psoriasis; Rosacea; Bullous
867,131461,Dr Barbara Sturm Serum Discovery Set USD 445 Value,4.5,4,Unknown_Normal
868,52180,Perricone MD Essential Fx Starter Set USD 249 Value,4.6,18,Unknown_Normal
869,39641,Peter Thomas Roth PotentC Power Serum,4.2,821,Unknown_Normal
870,86967,Guerlain Orchidée Impériale AntiAging Eye  and  Lip Contour Cream,4.4,8,Unknown_Normal
871,13753,TULA Skincare Get Toned ProGlycolic 10 Resurfacing Toner,4.7,283,Vitiligo; Actinic_Keratosis
872,23461,TULA Probiotic Skincare Instant DePuff Eye Renewal Serum,4.5,154,Unknown_Normal
873,31753,Elemis ProCollagen Neck  and  Décolleté Balm,4.7,63,Unknown_Normal
874,33169,Murad Renewing Eye Cream,4.8,17,Actinic_Keratosis; Unknown_Normal
875,40045,StriVectinAR Advanced Retinol Day Treatment SPF 30,4.5,102,Acne; Sun_Sunlight_Damage; Actinic_Keratosis
876,11730,Fresh Rose Cleansing Foam,4.6,99,Unknown_Normal
877,7281,Mario Badescu Buttermilk Moisturizer,4.3,9,Eczema; Psoriasis
878,8090,Mario Badescu Anti Acne Serum,4.5,27,Acne; Unknown_Normal
879,7281,CAUDALÍE Grape Water Harvest Facial Spray,4.6,241,Unknown_Normal
880,31753,Elemis ProCollagen Super Serum Elixir,4.7,103,Unknown_Normal
881,16180,Trish McEvoy Line Refiner,4.0,30,Unknown_Normal
882,25079,bareMinerals Ageless PhytoRetinol Night Concentrate,4.8,30,Acne; Actinic_Keratosis
883,56629,True Botanicals Renew Repair Serum,0.0,0,Unknown_Normal
884,21034,COOLA Vital Rush Skin Renewal Serum,4.9,244,Unknown_Normal
885,124585,Darphin Stimulskin Plus Absolute Renewal Rich Cream for Dry to Very Dry Skin Types,5.0,2,Eczema; Unknown_Normal
886,52584,Fresh Crème Ancienne Eye Cream,4.7,100,Unknown_Normal
887,11326,KNC Beauty Big 3Pack Facial Masks,0.0,0,Unknown_Normal
888,38427,MACRENE ACTIVES High Performance Cleansing Treatment,5.0,2,Acne
889,11326,Beauty Bakerie Wake  and  Bake Hydrating Baking Face Oil,5.0,1,Eczema; Unknown_Normal
890,84944,Omorovicza Glow Discovery Set USD 295 Value,0.0,0,Unknown_Normal
891,38427,Sunday Riley Wake Up With Me Complete Brightening Morning Routine USD 158 Value,3.7,3,Vitiligo; Sun_Sunlight_Damage; Seborrh_Keratoses
892,13753,TULA Skincare x Shawn Johnson East So Pumpkin Exfoliating Sugar Scrub,5.0,1,Seborrh_Keratoses
893,184450,Dior Prestige Exceptional Regenerating  and  Perfecting Ritual Skin Care Set USD 545 Value,0.0,0,Unknown_Normal
894,27910,Skin Gym Jade Vibrating Lift  and  Contour Beauty Roller,0.0,0,Unknown_Normal
895,15371,Elemis Superfood AHA Glow Cleansing Butter,4.4,153,Actinic_Keratosis
896,14562,Soft Moisture Mask,5.0,1,Unknown_Normal
897,64719,AMOREPACIFIC Unleash Your Inner Vitality Set,0.0,0,Unknown_Normal
898,82517,Chantecaille Year of the Ox Jumbo Size Bio Lifting Mask,0.0,0,Unknown_Normal
899,19416,Undefined Beauty Glow Gelée CBD Firming Serum,1.0,1,Acne; Unknown_Normal
900,27910,Perricone MD Fan Favorites Skin Care Regimen USD 158 Value,0.0,0,Unknown_Normal
901,15775,StriVectin Full Screen Broad Spectrum SPF 30 Clear Finish Sunscreen,4.8,20,Sun_Sunlight_Damage; Lupus
902,26697,Comfort Zone Remedy Oil,5.0,1,Unknown_Normal
903,323597,Sulwhasoo Timetreasure Honorstige Cream,0.0,0,Unknown_Normal
904,46517,EVE LOM Moisture Lotion,4.4,16,Unknown_Normal
905,48540,Kiehls Since 1851 PowerfulStrength LineReducing Concentrate Duo 176 Value,5.0,5,Unknown_Normal
906,32360,Murad VitaC Glycolic Brightening Serum,0.0,0,Vitiligo; Actinic_Keratosis; Seborrh_Keratoses; Unknown_Normal
907,10112,Natura Bissé Inhibit High Definition Neck Mask,0.0,0,Unknown_Normal
908,40450,Sulwhasoo Bloomstay Vitalizing Eye Cream,0.0,0,Unknown_Normal
909,29124,Elemis Peptide4 Antioxidant HydraSerum,4.8,64,Unknown_Normal
910,42472,Guerlain Abeille Royale AntiAging Eye Cream,4.5,2,Unknown_Normal
911,18202,Mario Badescu Super Peptide Serum,5.0,2,Unknown_Normal
912,26292,BeautyBio The ZenBubble Gel Cream,4.7,94,Acne; Unknown_Normal
913,8899,Kylie Skin Vanilla Milk Toner,4.6,2011,Vitiligo
914,13753,Kylie Skin Hydrating Face Mask,4.6,292,Eczema; Unknown_Normal
915,18202,Darphin Intral Cleansing Milk,4.8,24,Unknown_Normal
916,16989,Too Faced Hangover Pillow Cream UltraNourishing Night Cream,3.0,1,Unknown_Normal
917,15371,First Aid Beauty Ultra Repair HydraFirm Sleeping Cream,4.7,171,Unknown_Normal
918,11730,First Aid Beauty Hello FAB Coconut Skin Smoothie Priming Moisturizer,4.9,273,Eczema; Psoriasis
919,4854,Erbaviva Quease Ease Lip Balm,3.3,3,Unknown_Normal
920,54607,Sulwhasoo Timetreasure Invigorating Emulsion,4.8,4,Unknown_Normal
921,39236,OSKIA Renaissance Mask,4.0,1,Unknown_Normal
922,20225,ZIIP Beauty Silver Conductive Gel,3.0,2,Acne
923,8090,TULA Skincare Go Away Acne Spot Treatment,4.0,316,Acne
924,15775,Too Faced Hangover Good in Bed Hydrating Serum,3.0,2,Eczema; Unknown_Normal
925,26292,Murad Invisiblur Perfecting Shield Broad Spectrum SPF 30 PA,5.0,3,Sun_Sunlight_Damage; Lupus
926,28315,AMOREPACIFIC Treatment Enzyme Peeling Masque,4.7,3,Acne; Actinic_Keratosis
927,68764,Filorga The Secret to Flawless Skin Full Size NCEF Essentials Set USD 260 Value,0.0,0,Unknown_Normal
928,60674,Chantecaille Blue Light Protection Hyaluronic Serum,4.7,3,Unknown_Normal
929,38427,Tata Harper Skincare Hydrating Floral Mask,5.0,1,Eczema
